ATH	Low_DS_1	Low_DS_2	Low_DS_3	Medium_DS_1	Medium_DS_2	Medium_DS_3	Elevated_DS_1	Elevated_DS_2	Elevated_DS_3	Low_EI_1	Low_EI_2	Low_EI_3	Medium_EI_1	Medium_EI_2	Medium_EI_3	Elevated_EI_1	Elevated_EI_2	Elevated_EI_3	Low_LI_1	Low_LI_2	Low_LI_3	Medium_LI_1	Medium_LI_2	Medium_LI_3	Elevated_LI_1	Elevated_LI_2	Elevated_LI_3
AT3G21150.1	1	15	9	19	10	19	11	23	9	17	8	11	1	9	10	9	1	4	20	6	17	10	13	3	3	3	4
AT3G21160.1	68	214	106	115	113	139	153	165	130	291	231	237	58	285	432	232	42	269	230	173	178	306	348	193	282	177	212
AT3G21170.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT3G21175.1	201	637	310	397	329	351	421	471	330	625	404	542	139	587	1058	662	127	652	585	540	475	693	694	559	663	460	522
AT3G21180.1	7	9	1	6	13	8	3	5	45	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
AT3G21190.1	5	7	3	21	18	15	22	25	20	12	18	13	4	50	56	82	11	90	297	137	121	198	211	143	181	162	153
AT3G21200.1	126	437	228	472	397	370	418	451	310	672	463	556	171	591	1380	834	158	872	764	543	433	840	842	661	995	745	917
AT3G21210.1	0	5	1	3	0	0	2	4	4	5	4	1	0	3	4	2	1	7	8	3	1	4	2	2	3	2	7
AT3G21215.1	192	792	283	519	435	401	560	576	507	1166	819	908	244	1160	1567	656	176	897	637	547	476	1128	1301	553	716	348	418
AT3G21220.1	65	507	275	359	326	329	340	401	318	875	612	805	196	845	1238	767	129	693	519	533	432	639	696	475	546	363	440
AT3G21230.1	3	39	18	20	10	8	9	15	8	7	3	4	2	4	8	7	0	3	10	4	2	5	6	4	10	6	16
AT3G21240.1	4	8	1	0	1	1	1	5	2	24	7	19	8	27	42	31	5	16	43	4	14	1	9	5	25	20	13
AT3G21250.2	13	70	19	18	24	21	26	23	39	36	38	32	4	28	32	27	4	69	278	204	243	214	251	94	183	87	105
AT3G21260.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	5	0	0	0	1	0	4	2	10
AT3G21270.1	0	11	6	15	20	22	35	38	36	75	37	42	15	52	86	69	14	83	98	46	32	90	83	62	87	53	70
AT3G21280.1	159	433	179	283	273	270	299	321	236	342	233	342	95	307	670	377	73	359	507	467	362	491	509	392	410	323	480
AT3G21290.1	228	1042	477	560	687	656	749	745	621	708	589	678	131	739	1102	456	122	567	521	526	611	656	771	511	463	258	348
AT3G21295.1	160	1218	492	674	657	612	856	735	631	984	711	793	131	671	1044	437	98	481	386	424	416	417	475	317	332	190	253
AT3G21300.1	62	206	83	155	158	140	225	241	205	245	181	219	92	367	568	425	94	546	510	376	291	726	784	488	742	448	568
AT3G21310.1	0	0	0	0	0	1	1	2	4	1	0	3	0	2	2	6	1	5	13	0	2	2	2	0	4	3	3
AT3G21320.1	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	3
AT3G21330.1	2	2	0	0	1	0	0	1	0	0	0	1	0	1	4	2	0	2	2	7	4	19	18	10	28	19	19
AT3G21338.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G21340.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G21350.2	76	277	102	191	220	203	372	401	283	282	228	245	78	280	544	337	85	346	446	390	311	467	551	364	461	330	404
AT3G21351.1	4	6	3	3	9	8	22	20	23	7	2	4	1	7	16	23	2	9	13	12	26	5	4	13	76	80	78
AT3G21352.1	12	34	7	29	15	17	16	26	8	7	3	6	0	10	12	10	1	11	17	14	5	8	13	13	5	15	9
AT3G21360.1	29819	128148	72039	69878	55218	59879	50766	55711	41420	13044	8189	10008	1681	6753	13436	3927	680	3558	19610	17155	14429	7793	8911	6432	3145	2397	2337
AT3G21370.1	104764	341172	159493	156370	160805	166812	146096	164389	118142	35037	25999	30816	4104	18832	41810	10887	2179	9955	54064	53228	47148	25124	26431	20067	8865	5707	6233
AT3G21371.1	0	2	2	1	8	1	6	3	3	1	2	2	0	1	0	0	0	1	1	3	1	4	0	0	0	1	0
AT3G21380.1	16442	78291	37054	35390	35230	38384	43263	44719	37761	9844	7782	8371	1336	6507	11358	5224	1141	5640	24276	24001	21619	8458	9133	7480	3349	1875	2222
AT3G21390.1	47	154	61	73	73	78	72	60	58	138	81	92	20	107	170	121	29	125	133	114	80	143	164	125	130	92	137
AT3G21400.1	83	332	220	223	191	204	197	179	118	369	261	341	76	295	558	335	81	378	817	637	498	555	557	451	422	348	411
AT3G21410.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G21420.1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	6	7	3	12	8	14
AT3G21430.2	279	1123	421	564	580	561	492	572	460	484	416	449	64	581	680	292	80	482	398	377	404	516	610	309	409	204	239
AT3G21450.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT3G21460.1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	3
AT3G21465.1	12	15	8	7	9	9	4	12	10	26	20	26	11	38	64	67	10	72	220	162	123	265	262	175	257	189	199
AT3G21470.1	1	2	4	9	7	9	12	8	5	22	17	19	5	16	54	30	4	30	49	44	46	45	82	41	31	49	45
AT3G21480.1	59	252	108	138	115	94	100	125	68	190	144	112	41	210	328	230	43	331	410	419	437	530	617	346	397	267	306
AT3G21490.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G21500.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	1	0	0	2	4
AT3G21510.1	1	2	0	1	0	0	1	1	3	0	0	0	0	0	0	0	0	0	8	0	1	4	2	0	6	1	3
AT3G21520.1	1	20	14	14	15	4	7	6	5	10	2	3	1	0	6	3	1	2	13	17	21	5	9	7	1	1	1
AT3G21530.1	0	3	3	2	3	6	3	5	2	3	6	2	4	4	6	8	2	12	8	15	8	6	17	11	15	10	13
AT3G21540.1	157	630	301	460	402	394	410	502	368	685	580	598	187	886	1416	803	197	1147	924	891	859	1330	1476	958	1118	734	777
AT3G21550.1	1	4	2	1	1	2	1	0	1	3	0	2	0	0	0	0	0	2	22	1	1	1	2	1	0	0	5
AT3G21560.1	259	2199	997	1170	1003	1036	898	1010	756	2136	1556	1494	708	2764	4234	2112	457	2496	2085	2113	1879	2827	3088	1761	1855	1272	1327
AT3G21570.1	2	11	4	10	11	10	2	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
AT3G21580.1	17	71	34	102	68	72	72	91	72	136	113	112	33	150	240	141	31	225	182	157	166	212	253	159	210	134	149
AT3G21590.1	0	0	1	0	0	0	0	2	1	0	2	0	1	2	2	2	0	0	1	0	0	0	0	1	0	0	1
AT3G21600.1	236	864	338	813	743	674	1058	1170	962	485	375	361	144	614	1072	1042	210	1095	818	815	622	660	662	553	879	530	629
AT3G21610.1	29	99	50	113	91	94	136	127	124	333	186	267	68	272	464	182	47	234	177	136	124	219	225	137	198	129	146
AT3G21620.1	0	2	0	3	1	1	1	1	2	4	2	2	0	3	6	6	2	3	3	5	5	18	17	8	17	8	3
AT3G21630.1	100	361	133	258	261	275	342	354	298	662	411	522	107	451	790	300	89	357	423	432	413	408	491	296	334	201	278
AT3G21640.1	53	235	112	233	147	175	206	227	163	124	88	89	33	156	322	228	44	223	244	235	180	303	306	229	309	217	289
AT3G21650.1	150	1061	476	694	656	632	755	851	624	731	453	659	118	513	1194	389	81	352	456	542	402	496	547	450	460	305	393
AT3G21660.1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
AT3G21670.1	0	1	0	0	0	5	0	0	10	0	0	0	0	3	2	2	0	2	13	1	5	8	14	5	22	14	38
AT3G21680.1	0	0	0	0	0	0	1	0	2	3	1	0	0	2	2	2	0	1	4	3	2	2	7	0	8	3	2
AT3G21690.1	799	3315	1381	1949	1597	1725	1491	1550	1229	2047	1326	1542	464	2438	3196	1456	356	1805	1344	1363	1296	1773	1857	1040	1329	752	803
AT3G21700.3	155	532	263	323	245	294	322	338	330	450	263	401	79	286	686	282	46	234	184	153	148	274	259	220	359	278	346
AT3G21710.2	1	0	2	4	2	2	2	4	11	1	1	4	0	1	0	1	1	1	2	2	4	4	6	6	1	8	7
AT3G21720.1	29133	141832	63501	96881	97236	90274	180920	191358	152865	292995	227155	254309	65070	248842	495362	361764	63961	306599	248599	266661	223732	302543	304209	251509	317506	218705	312553
AT3G21730.1	0	0	0	0	0	0	0	0	0	2	1	6	0	1	6	2	0	3	1	1	6	1	1	2	4	1	3
AT3G21740.1	41	309	130	243	222	214	268	299	227	322	218	260	65	304	576	302	55	328	319	324	282	373	404	288	286	258	261
AT3G21750.1	7	10	9	36	44	45	201	204	148	10	6	7	9	24	34	112	23	96	179	57	49	140	138	127	320	214	261
AT3G21760.1	3	31	14	35	62	66	272	303	250	9	3	2	6	9	30	64	14	48	133	6	4	20	26	29	53	37	37
AT3G21770.1	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	5	44	0	0	2	4	3	1	0	2
AT3G21780.1	43	257	125	101	66	95	89	72	74	149	89	119	28	73	170	70	11	78	130	110	77	66	88	60	49	32	44
AT3G21790.1	89	676	284	536	484	524	1263	1291	1185	490	358	402	125	469	834	610	133	621	576	565	582	579	665	402	578	370	453
AT3G21800.1	29	254	92	102	109	108	102	105	97	49	36	31	10	39	66	66	19	68	90	109	88	244	201	117	157	98	110
AT3G21810.1	211	619	292	342	279	270	244	302	218	304	146	225	56	247	358	189	44	231	210	192	183	236	316	160	195	154	144
AT3G21820.1	28	105	42	92	64	67	89	89	72	159	119	126	61	214	294	255	48	300	343	332	265	462	494	322	501	394	398
AT3G21830.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G21840.1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT3G21850.1	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT3G21860.1	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G21865.1	859	2646	1366	1517	1570	1695	1569	1767	1260	2037	1373	1903	380	1382	2966	1388	239	1188	1163	992	767	979	1039	933	934	899	967
AT3G21870.1	0	0	0	0	1	2	0	2	0	1	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
AT3G21880.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
AT3G21890.1	0	2	0	0	1	1	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
AT3G21900.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G21910.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G21920.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G21930.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G21940.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G21945.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G21950.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	34	0	0	0	0	1	0	0	0
AT3G21960.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G21970.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G21980.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G21990.1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT3G22000.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22010.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22020.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22022.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22030.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22040.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22050.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22053.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22057.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22060.1	0	2	0	2	2	2	3	0	1	56	6	47	7	45	50	27	4	6	11	15	18	44	48	24	57	72	100
AT3G22070.1	0	17	7	14	16	14	18	19	18	41	25	32	6	39	36	20	6	24	52	31	27	32	39	22	35	20	27
AT3G22080.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AT3G22090.1	1	0	1	0	0	0	0	0	0	1	0	2	0	1	2	0	0	0	1	0	0	0	2	1	0	0	1
AT3G22100.1	0	0	0	0	1	0	1	0	1	2	0	1	0	0	0	0	0	1	2	1	1	4	3	3	4	5	5
AT3G22104.1	12	95	43	64	56	67	52	75	48	175	132	119	40	138	242	185	45	232	353	254	266	353	365	255	268	217	232
AT3G22110.1	492	3479	1831	2174	1586	1770	1573	1812	1315	4533	3035	3776	897	3185	6654	3839	736	3823	2593	2225	1868	2573	2404	2238	2690	2059	2486
AT3G22120.1	25	86	46	93	92	102	78	111	72	48	57	38	35	242	196	676	154	1081	3612	2148	1880	4149	4527	2800	7131	5012	4637
AT3G22142.1	0	2	0	0	1	0	0	0	0	0	2	0	0	5	0	0	0	6	92	0	0	2	1	3	0	0	8
AT3G22150.1	34	259	139	249	225	208	320	353	265	176	138	166	51	206	362	171	47	264	367	326	235	392	418	268	364	284	346
AT3G22160.1	1	3	0	3	2	4	0	1	0	25	3	24	4	15	44	13	2	12	17	19	34	1	13	14	31	21	25
AT3G22170.1	314	1625	730	1037	915	958	1415	1436	1203	1353	1042	1183	281	1233	1766	917	238	1163	1137	1113	1009	1304	1533	936	1069	703	862
AT3G22180.1	11	49	20	44	48	49	46	59	46	47	36	26	17	77	136	58	21	83	117	124	127	181	198	118	137	88	108
AT3G22183.1	4	12	4	15	10	9	8	11	5	21	7	16	9	21	42	31	3	18	55	32	24	36	53	31	48	35	40
AT3G22190.1	12	56	18	23	25	25	24	40	22	67	52	61	12	66	108	90	16	82	194	102	102	158	156	109	163	139	166
AT3G22200.2	635	1165	545	934	861	853	1152	1163	1061	1460	1062	1245	277	1195	1896	902	213	1006	975	839	894	1109	1216	767	889	648	730
AT3G22210.1	116	249	159	216	159	172	245	244	203	313	199	236	64	275	370	203	39	206	309	146	155	221	247	181	222	207	217
AT3G22220.1	111	535	245	446	287	328	508	553	355	761	552	601	164	734	1096	566	134	719	626	694	604	710	832	553	625	421	516
AT3G22230.1	284	1874	1090	1496	1268	1266	1169	1178	976	4354	2941	3840	1406	4057	9578	6474	1104	6986	5385	4712	3648	7022	6865	6749	7794	8541	9409
AT3G22231.1	0	0	0	0	0	0	0	0	0	3	2	6	0	2	4	4	0	4	275	2	3	1	2	6	2	51	301
AT3G22235.1	1	5	2	4	4	3	6	6	3	22	7	13	4	13	17	18	3	15	217	13	5	7	15	8	12	54	304
AT3G22240.1	5	11	8	8	7	5	11	17	11	38	18	41	11	28	73	47	4	33	67	36	17	31	36	12	30	32	71
AT3G22250.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22260.2	150	414	182	234	184	239	167	181	137	378	239	289	77	229	504	176	39	223	174	171	150	159	176	121	115	75	81
AT3G22270.1	256	1987	839	1013	1048	1048	1193	1230	1084	1064	802	910	180	940	1138	578	143	734	859	821	784	851	1041	575	704	369	428
AT3G22275.1	0	3	2	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AT3G22290.1	607	1849	823	1155	1006	1183	1253	1294	1141	2099	1497	1835	376	1642	3144	1650	360	1711	1625	1672	1304	1692	1872	1314	1559	1140	1422
AT3G22300.1	54	216	114	173	155	147	187	215	137	513	338	363	132	598	934	620	140	784	715	653	584	1007	1043	703	902	634	735
AT3G22310.1	281	1170	605	941	813	732	724	697	593	2001	1390	1208	583	2390	3347	2115	473	2554	2404	2609	2068	3724	3975	2368	2643	1563	2228
AT3G22320.1	1304	3774	2362	2599	1971	2224	2332	2381	1851	3873	2276	3063	879	2912	6532	3955	676	4020	3607	3044	2269	3176	3491	2902	2743	2427	2768
AT3G22330.1	542	2510	1235	1521	1385	1451	1610	1550	1334	1988	1351	1336	449	2159	2456	1494	372	1942	1768	1597	1576	2107	2386	1230	1466	820	929
AT3G22345.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22350.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22360.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22370.1	14	16	9	10	5	46	17	18	31	418	229	360	34	164	352	148	36	146	85	135	76	47	39	88	70	49	72
AT3G22380.2	453	3470	1260	1968	2104	1921	2245	2261	2093	3443	3050	2991	566	4073	4798	1811	607	3071	3003	2950	3433	3916	4505	2463	3090	1061	1459
AT3G22400.1	0	2	3	4	1	2	4	0	1	4	1	1	0	3	2	0	0	4	30	0	0	0	0	2	1	1	3
AT3G22410.1	0	10	6	14	2	3	8	15	19	20	8	21	1	8	22	9	0	6	26	5	7	1	7	2	6	1	4
AT3G22415.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AT3G22420.2	2	28	5	11	11	13	15	20	18	8	2	3	0	4	14	15	5	32	66	60	41	140	157	72	127	98	127
AT3G22421.1	1	0	3	2	1	4	1	0	0	5	1	0	1	0	4	0	0	1	2	0	1	1	0	0	0	1	0
AT3G22425.2	102	374	162	322	237	242	355	390	289	328	208	214	64	308	444	314	77	365	406	390	326	545	515	401	484	383	389
AT3G22430.1	36	238	132	148	154	134	161	142	129	212	147	143	38	184	240	147	35	142	129	100	130	155	179	98	123	88	101
AT3G22436.1	3	6	7	7	7	2	0	3	2	3	0	0	1	5	2	3	0	2	4	0	2	0	3	1	3	1	1
AT3G22440.1	1070	8328	3312	5540	4908	4777	6077	6738	4935	3321	2652	2880	762	3612	6120	4251	933	4938	5958	6333	5376	6604	7272	5027	6129	3771	4733
AT3G22450.1	19	107	50	113	95	98	151	169	147	66	75	79	19	82	172	103	13	113	147	170	130	169	203	132	130	110	143
AT3G22460.1	22	40	26	36	41	29	79	91	91	42	26	40	6	37	46	40	16	53	32	51	29	33	57	31	33	22	26
AT3G22470.1	6	29	20	20	28	28	46	44	42	126	71	92	25	112	194	92	28	113	111	113	68	106	139	69	96	97	118
AT3G22480.2	79	401	207	428	384	352	599	608	422	582	366	456	195	560	1252	812	142	819	872	809	609	857	935	851	852	787	898
AT3G22490.1	6581	29674	16714	23681	20507	20993	17550	19186	13623	10048	7187	7729	1657	6593	12970	6724	1304	6434	12008	10722	8114	5038	6155	4795	3117	2398	3064
AT3G22500.1	25958	127030	70741	86667	69552	70010	63014	70287	49954	44757	28437	32757	7475	27194	51216	26498	4855	24342	52934	47551	35677	20408	25240	20280	11195	8136	9700
AT3G22510.1	36	115	68	107	74	84	66	84	64	128	88	125	5	45	74	21	5	29	31	32	38	7	17	14	8	3	0
AT3G22520.1	170	1141	510	594	610	601	720	765	630	801	539	558	176	759	1074	727	161	849	994	904	897	1009	1081	749	889	612	718
AT3G22530.1	178	1327	807	1122	949	969	1056	1074	816	1227	744	945	191	706	1394	714	120	639	490	460	332	481	490	433	438	378	425
AT3G22540.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
AT3G22550.1	1	8	4	3	1	1	2	4	4	11	9	7	3	8	30	9	2	15	77	45	38	82	83	43	81	73	49
AT3G22560.1	26	147	117	44	39	54	21	31	22	74	44	83	5	15	46	25	6	23	12	13	8	1	1	6	3	3	2
AT3G22570.1	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
AT3G22580.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22590.1	33	182	74	180	145	123	161	198	129	342	203	327	59	307	550	290	62	254	264	269	211	283	340	253	306	209	253
AT3G22600.1	7	14	8	13	10	25	5	3	4	39	8	40	6	36	74	23	4	11	6	6	11	7	3	5	7	11	59
AT3G22620.1	12	52	33	47	28	27	23	43	31	58	48	46	19	42	90	47	9	51	62	46	37	38	56	32	50	58	58
AT3G22630.1	320	1407	808	967	847	855	989	1173	846	2103	1358	1750	493	1654	3588	2186	374	2322	1827	1525	1226	1672	1767	1575	1636	1481	1713
AT3G22640.1	141373	752139	312048	392706	344420	340050	447625	483678	351449	178741	132207	142822	24798	120993	207000	83079	17735	87115	206015	222985	198260	107865	127623	87980	46426	26996	30608
AT3G22650.1	2	9	6	3	5	4	2	1	3	2	1	4	0	3	6	1	0	1	0	3	0	2	0	2	1	1	2
AT3G22660.1	208	1420	702	1013	810	882	1079	917	726	1752	1026	1255	548	2073	3412	2303	447	2411	2022	2079	1552	2556	3014	1910	2253	1757	1885
AT3G22670.1	5	9	8	30	15	10	25	27	21	61	32	31	17	61	78	56	15	55	70	97	84	109	156	78	95	92	86
AT3G22680.1	45	156	106	215	179	184	274	287	229	282	181	220	83	316	482	310	60	371	389	386	358	479	518	373	448	297	412
AT3G22690.1	8	30	9	31	13	15	23	27	20	58	48	48	22	68	93	58	10	78	141	144	127	175	171	113	143	116	88
AT3G22700.1	0	0	0	1	1	0	2	4	1	2	1	0	0	3	0	4	3	5	7	6	6	11	4	10	3	2	3
AT3G22710.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22720.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22723.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22730.1	1	2	5	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22740.1	1449	4563	2527	2689	2586	2733	2749	3100	2491	1519	1109	1349	225	962	1690	770	139	704	894	769	604	450	488	423	310	171	242
AT3G22750.1	121	409	270	405	321	336	326	315	287	790	507	662	175	987	1138	491	84	473	479	499	380	449	502	299	293	195	243
AT3G22760.1	1	3	3	2	4	5	4	7	6	5	1	6	0	4	9	7	2	12	141	11	4	20	23	13	14	13	13
AT3G22770.1	1	1	0	3	2	3	0	0	1	9	3	6	1	7	10	14	1	10	9	7	4	12	8	6	10	3	6
AT3G22780.1	47	145	77	119	137	128	129	157	130	143	124	89	60	215	368	337	82	416	591	520	462	832	790	561	766	412	543
AT3G22790.1	1	12	2	1	4	6	0	5	0	8	6	6	2	11	18	9	7	25	331	46	102	139	130	88	193	147	129
AT3G22800.1	37	224	137	27	30	31	13	11	13	26	9	20	5	8	10	3	0	6	7	7	10	3	1	2	0	0	0
AT3G22810.1	27	105	54	62	61	72	63	60	42	49	38	30	5	48	44	31	6	54	72	57	51	64	81	49	55	22	43
AT3G22820.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AT3G22830.1	0	0	0	0	1	0	0	1	3	1	2	3	0	1	0	1	0	1	5	3	3	5	20	1	2	3	3
AT3G22840.1	184	836	439	409	357	430	161	169	113	320	171	219	32	190	312	87	14	116	459	312	215	249	316	208	87	59	71
AT3G22845.1	477	1503	791	1166	1043	1202	1002	1220	847	2389	1674	2161	493	1713	4008	2360	416	2140	2348	2179	1627	2051	2118	1899	1957	1839	2132
AT3G22850.1	27	73	33	36	34	25	32	38	43	29	29	32	4	42	80	39	3	37	115	23	28	31	44	34	50	32	51
AT3G22860.1	0	1	1	0	2	0	3	4	2	0	0	0	0	1	0	3	0	5	2	0	1	2	2	0	1	8	3
AT3G22870.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22880.1	14	16	10	8	14	25	22	27	12	51	26	40	7	25	84	71	5	61	108	57	44	97	101	72	87	70	86
AT3G22890.1	1743	7070	3375	3193	2682	2622	2250	2564	1998	7685	4809	6662	893	4582	7312	2202	446	2479	2812	2072	1973	2357	2531	1677	1566	964	1452
AT3G22900.1	40	193	74	150	142	133	193	185	169	59	47	63	29	75	184	144	23	157	156	134	98	162	165	145	166	149	126
AT3G22910.1	9	43	32	27	38	60	80	49	98	173	174	195	7	57	68	33	12	44	434	635	619	238	934	382	118	56	44
AT3G22920.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT3G22930.1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	1	4	1	0	0	3	3	4
AT3G22940.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22942.1	26	83	54	99	79	89	104	90	85	176	98	136	46	182	324	133	33	134	102	89	67	130	151	99	120	83	103
AT3G22950.1	112	478	232	346	281	328	266	292	226	918	543	761	149	512	1176	455	94	463	357	264	212	303	320	285	269	254	280
AT3G22960.1	243	1496	550	1180	1037	998	1453	1610	1254	631	513	534	240	1095	1792	1107	263	1364	3475	2948	2368	2995	3098	2182	2736	1610	2410
AT3G22961.1	0	2	0	3	1	1	2	2	6	1	0	0	0	0	0	3	3	4	2	1	0	0	1	0	0	0	2
AT3G22968.1	11	88	37	70	62	62	89	83	74	326	250	291	59	240	470	224	59	219	361	246	186	235	288	205	244	191	305
AT3G22970.1	11	88	37	70	62	62	89	83	74	326	250	291	59	240	470	224	59	219	361	246	186	235	288	205	244	191	305
AT3G22980.1	97	768	347	577	550	524	892	915	797	945	709	754	175	944	1338	677	141	668	671	675	746	778	858	603	647	517	566
AT3G22990.1	245	741	381	595	498	510	649	707	545	1122	711	926	188	825	1276	598	130	687	640	574	492	669	742	518	504	342	402
AT3G23000.1	2	3	3	4	4	19	9	13	25	11	8	12	3	14	40	30	0	28	144	15	16	51	35	33	47	48	98
