ATH	Elevated_LI_1	Elevated_LI_3	Elevated_LI_2	Elevated_EI_1	Elevated_EI_2	Elevated_EI_3	Elevated_DS_1	Elevated_DS_3	Elevated_DS_2	Low_LI_1	Low_LI_2	Low_LI_3	Low_EI_3	Low_EI_1	Low_EI_2	Low_DS_1	Low_DS_3	Low_DS_2	Medium_LI_1	Medium_LI_2	Medium_LI_3	Medium_EI_2	Medium_EI_1	Medium_EI_3	Medium_DS_1	Medium_DS_3	Medium_DS_2
AT2G41540.1	263	189	183	143	44	146	91	105	92	173	93	89	154	156	89	42	64	134	266	308	157	168	35	258	85	107	71
AT2G41550.1	462	344	294	471	90	629	1495	1251	1424	704	811	753	363	508	387	311	713	1454	713	919	538	638	163	1022	1167	1067	1049
AT2G41560.1	1457	1201	894	605	112	750	109	123	124	737	534	577	72	84	79	16	38	94	1416	1411	875	326	77	506	86	101	100
AT2G41590.1	2	0	0	4	0	3	2	5	12	1	0	2	1	1	1	1	0	19	2	5	3	5	2	4	1	3	1
AT2G41600.5	598	549	463	513	110	569	178	189	236	549	562	364	426	459	339	62	140	309	654	643	514	429	135	954	246	196	185
AT2G41610.1	0	0	0	0	0	0	0	1	0	2	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1
AT2G41620.1	1444	1167	853	849	219	1028	765	609	806	1341	1267	1243	450	522	483	247	356	821	1666	1818	1233	763	166	1264	555	541	598
AT2G41630.1	978	839	708	1668	362	1808	1819	1704	2048	1226	1092	847	2364	2553	1727	1123	1755	3472	1109	1331	977	1877	418	3860	1871	1873	1694
AT2G41640.1	177	99	105	206	56	234	139	172	190	79	83	68	183	245	151	11	19	29	127	156	81	179	35	246	56	88	56
AT2G41650.1	1268	1602	1266	606	117	650	76	61	77	896	740	546	147	143	90	8	23	27	1235	1346	1099	273	91	526	48	45	33
AT2G41660.1	1	0	1	6	0	1	1	4	2	3	1	2	31	23	19	9	23	45	2	2	4	16	1	18	6	12	8
AT2G41670.1	260	268	203	222	62	284	116	73	120	285	237	210	158	215	146	47	62	139	325	349	235	232	50	356	113	84	93
AT2G41680.1	478	421	333	424	92	525	239	196	260	781	280	298	290	351	258	99	106	226	566	614	380	459	95	800	214	205	179
AT2G41690.1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G41700.1	496	321	224	226	83	366	198	191	248	499	511	558	299	240	309	155	224	650	705	784	391	363	52	480	209	249	274
AT2G41705.1	352	294	241	466	102	538	441	367	436	484	511	428	592	670	448	123	230	545	540	600	387	570	140	1078	384	391	333
AT2G41710.3	1328	1300	980	1031	217	1053	2798	2285	2979	2376	2471	1839	767	919	683	873	1553	3679	1681	1982	1502	959	229	1932	2712	2297	2463
AT2G41720.1	520	414	338	351	76	420	1112	931	1200	488	414	311	308	417	266	382	600	1153	561	599	427	381	84	646	833	811	820
AT2G41730.1	7	3	6	34	6	45	10	16	11	21	44	18	70	56	32	6	22	42	11	13	16	33	7	132	29	35	34
AT2G41740.1	207	163	99	183	55	235	145	151	148	401	140	211	299	330	236	78	71	206	254	267	148	309	64	380	114	122	123
AT2G41750.1	244	273	205	267	69	232	264	226	304	250	222	189	322	292	230	26	134	261	294	323	263	316	78	516	208	200	210
AT2G41760.1	183	171	103	86	15	110	134	86	137	199	220	161	62	82	39	27	55	93	188	244	173	95	29	188	91	84	68
AT2G41770.1	97	76	71	133	37	124	37	40	56	180	120	88	118	154	111	6	18	50	146	152	108	140	29	258	55	37	39
AT2G41780.1	132	114	107	76	13	59	22	22	21	67	70	50	100	105	71	4	17	42	127	135	80	82	28	172	30	31	24
AT2G41790.1	1417	964	777	1110	308	1472	968	923	1084	1149	971	1169	1120	1564	1146	389	549	1232	1649	1715	1005	1462	292	1934	767	838	844
AT2G41800.1	112	90	119	20	3	9	25	16	27	12	35	43	7	3	5	4	6	7	90	90	58	11	2	14	11	12	7
AT2G41810.1	9	17	8	2	1	2	1	3	3	6	4	6	0	0	0	0	0	4	22	31	18	2	1	2	3	0	2
AT2G41820.1	201	139	114	56	11	80	29	16	24	302	100	82	24	30	32	5	8	22	183	198	131	51	6	56	24	18	14
AT2G41830.1	69	60	39	64	20	76	25	21	25	120	89	71	83	65	68	9	24	55	103	132	69	96	18	120	28	29	39
AT2G41835.1	112	79	76	171	31	144	116	114	128	111	92	66	235	309	182	20	56	114	121	120	69	258	62	484	140	83	95
AT2G41840.1	19456	21113	15801	10370	1814	9952	3058	2718	3357	13449	13179	10120	4719	5784	3979	468	1241	2600	18659	18261	14974	6956	1997	13862	3097	2408	2667
AT2G41850.1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	2	1	1	1
AT2G41860.1	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	2	1	4	0	0	0	0	0	0	2	3	4
AT2G41870.1	12	34	18	6	2	13	4	13	3	17	4	7	16	16	14	0	4	0	10	14	12	11	2	12	4	19	2
AT2G41880.1	79	61	52	77	14	85	299	258	332	141	119	97	214	250	174	283	350	794	76	141	103	133	30	284	402	422	373
AT2G41890.1	100	73	74	41	5	42	13	18	12	99	77	84	18	22	9	1	0	9	85	97	63	30	19	38	5	11	8
AT2G41900.1	224	165	132	120	29	175	5	11	6	293	40	85	122	160	86	3	0	5	299	260	147	206	34	284	7	5	2
AT2G41905.1	114	133	88	90	11	86	49	166	53	105	85	75	36	44	24	11	26	58	79	70	69	38	16	74	65	57	52
AT2G41910.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT2G41920.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G41930.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G41940.1	11	23	5	4	1	6	8	3	4	59	4	2	2	1	0	2	6	8	7	9	9	6	2	4	3	4	8
AT2G41945.3	612	532	423	736	151	711	642	519	720	691	584	414	607	762	531	306	440	858	696	735	544	694	177	1300	605	556	513
AT2G41950.1	393	327	302	275	43	287	26	34	31	281	183	146	126	168	93	18	25	56	328	295	255	183	42	300	35	29	28
AT2G41960.1	710	505	414	575	161	765	597	495	608	657	583	635	627	802	609	106	367	801	871	1009	538	826	142	1108	526	415	446
AT2G41970.1	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	2	1	2	0	0	0	0	0	0	0	0	0
AT2G41980.1	530	461	375	628	139	771	298	239	236	609	583	532	562	706	501	117	279	602	694	832	496	711	192	1272	310	335	290
AT2G41990.1	18	11	13	30	2	44	45	42	50	22	15	8	39	51	25	8	22	56	9	8	8	42	6	52	43	25	24
AT2G41997.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G42000.2	2511	2821	2153	7225	1220	5786	12948	9693	15137	11428	8922	6647	7733	9672	6194	4292	12874	21908	3816	4387	4037	5123	1564	11076	16443	11744	12456
AT2G42005.1	5	3	2	0	0	0	5	24	13	7	4	4	0	9	0	3	12	12	3	2	2	1	0	4	11	13	10
AT2G42010.1	366	228	180	312	90	432	272	260	302	327	349	356	461	585	416	90	181	449	443	537	297	671	109	706	258	231	239
AT2G42030.1	611	471	427	820	192	814	1203	948	1130	693	694	676	1044	1217	855	291	1071	1878	788	945	594	1106	242	1770	1119	1065	926
AT2G42040.1	105	87	69	117	23	124	305	263	322	159	141	90	67	131	68	41	102	222	119	138	94	130	28	174	216	191	150
AT2G42060.1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	4	0	2	1	0	0
AT2G42070.1	407	394	292	297	63	282	329	242	341	396	288	198	117	160	104	53	85	159	377	396	293	200	59	382	184	179	162
AT2G42080.1	259	214	181	223	47	253	110	98	119	250	226	203	208	253	174	43	69	132	305	273	210	228	48	456	113	106	95
AT2G42090.1	4	8	3	0	0	0	0	1	3	0	0	3	0	2	1	0	3	3	2	5	0	0	1	0	0	0	4
AT2G42100.1	5	2	2	2	0	1	2	0	2	3	3	2	0	0	0	0	2	7	7	4	2	4	1	1	1	1	4
AT2G42110.1	0	0	0	0	0	5	0	0	0	32	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0
AT2G42120.1	226	174	142	100	25	153	57	47	63	195	174	173	32	36	38	25	28	49	224	260	162	61	12	122	46	31	36
AT2G42130.4	501	441	376	256	69	331	304	228	322	431	325	213	162	229	139	99	192	375	372	421	286	207	70	422	271	218	187
AT2G42140.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AT2G42150.1	67	63	74	192	33	227	300	284	314	200	206	159	360	508	344	70	271	590	145	193	109	379	67	562	428	386	347
AT2G42160.1	242	216	155	219	57	307	308	300	322	245	225	215	351	410	301	201	293	595	331	339	209	360	83	620	322	323	316
AT2G42170.1	729	473	459	424	118	567	484	395	484	561	568	426	161	245	163	167	381	866	743	976	459	361	112	500	557	480	481
AT2G42180.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
AT2G42190.1	171	158	138	128	27	119	60	55	61	271	181	126	85	122	65	21	61	91	199	290	148	125	40	252	78	60	63
AT2G42200.1	4	3	2	0	0	4	0	0	0	70	2	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0
AT2G42210.2	1707	1951	1705	1159	249	1102	650	520	755	1901	1530	1192	1059	1190	770	241	705	1281	1678	1793	1514	833	292	1906	811	662	651
AT2G42220.1	16	65	28	9	0	34	6	6	10	409	15	11	4	6	6	12	5	17	16	20	13	12	1	12	10	12	6
AT2G42230.2	114	81	62	45	11	97	24	36	26	186	76	79	60	83	76	9	9	45	119	131	91	131	15	80	28	32	32
AT2G42240.2	223	232	182	135	30	176	132	107	116	305	226	211	96	99	106	57	45	80	289	300	242	133	46	212	85	87	82
AT2G42250.1	50	44	32	14	1	22	13	9	9	49	35	24	6	12	12	2	5	15	71	90	26	17	5	18	11	9	4
AT2G42260.1	15	8	10	3	1	0	0	2	0	20	3	2	2	5	0	1	1	2	8	4	2	11	1	2	0	0	0
AT2G42270.1	491	300	310	541	172	950	1010	1090	1092	458	347	473	953	1234	740	147	380	1043	689	834	373	1328	236	1378	702	638	756
AT2G42280.1	868	588	504	904	237	1301	506	486	527	645	624	604	691	924	659	281	475	1348	1105	1253	687	1314	284	1692	644	616	559
AT2G42290.1	203	214	123	55	16	64	38	48	58	205	218	155	15	21	6	4	12	39	203	199	188	53	13	64	48	43	29
AT2G42300.1	278	226	183	243	66	310	235	197	236	382	313	268	244	342	252	102	177	389	400	398	265	307	80	590	247	235	257
AT2G42310.1	1358	1480	1285	949	145	873	576	549	666	1326	1037	833	784	866	548	161	677	1083	1256	1302	1072	653	209	1508	796	665	541
AT2G42320.1	77	102	56	15	8	35	54	56	50	131	33	39	6	15	14	22	29	58	63	82	58	17	5	36	55	51	42
AT2G42330.1	195	114	96	187	46	280	167	164	199	191	170	208	421	606	306	35	102	262	281	417	144	415	76	454	120	124	137
AT2G42340.1	2	3	2	1	0	3	3	3	5	6	0	3	1	2	1	1	2	4	1	2	1	1	0	12	2	0	1
AT2G42350.1	4	6	5	15	3	15	8	7	10	15	8	14	68	69	30	4	17	34	5	4	10	38	8	40	15	17	16
AT2G42360.1	28	31	26	49	4	22	2	3	5	24	21	24	41	38	10	2	3	5	17	31	19	35	8	34	7	4	3
AT2G42370.1	43	23	31	15	10	33	18	16	15	67	38	45	22	23	23	0	8	20	36	65	34	34	3	34	5	8	14
AT2G42380.2	3	2	1	1	0	3	1	5	0	10	2	1	1	1	0	4	1	0	0	1	0	2	1	6	3	1	0
AT2G42390.1	253	270	253	160	27	166	107	71	111	293	286	214	78	154	83	44	67	141	291	347	254	120	34	212	98	73	75
AT2G42395.1	119	103	107	97	20	98	21	12	24	94	80	60	61	83	50	7	12	14	146	191	105	96	34	170	12	12	16
AT2G42400.1	493	431	318	489	88	500	901	756	980	679	644	532	718	923	537	294	641	1470	562	616	520	574	129	1016	853	799	752
AT2G42410.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT2G42430.1	459	287	340	446	127	465	120	121	142	583	488	480	770	962	716	36	120	290	600	645	445	602	137	968	137	138	129
AT2G42440.1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
AT2G42450.1	493	362	331	685	145	774	1140	951	1105	757	733	635	805	1125	732	301	679	1247	637	683	443	801	200	1314	909	828	765
AT2G42460.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT2G42470.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT2G42480.1	5	0	0	1	2	0	0	0	0	3	1	1	3	1	1	0	0	0	0	2	3	2	0	4	0	0	1
AT2G42490.1	940	596	495	1025	266	1213	958	805	921	1172	1101	1171	1250	1617	1253	354	498	1447	1320	1470	848	1558	281	2024	881	778	717
AT2G42500.1	881	702	574	504	101	570	264	245	319	720	564	530	387	479	312	236	271	571	924	981	626	514	125	794	298	310	312
AT2G42510.2	22	17	11	6	5	10	7	4	5	14	22	12	11	12	8	2	3	9	32	24	23	16	5	22	5	2	2
AT2G42520.1	576	437	390	620	147	737	398	327	397	668	593	534	741	1061	657	117	231	528	700	827	500	921	177	1364	388	336	333
AT2G42530.1	2	76	10	1	0	7	0	0	0	161	3	0	0	5	1	0	0	0	2	1	2	1	0	0	1	3	0
AT2G42540.2	2	405	75	8	1	6	1	9	2	92	3	6	8	14	2	0	0	8	9	4	2	2	0	0	0	121	0
AT2G42550.1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	1	0	0
AT2G42560.1	6421	5197	4744	7721	2057	9904	49842	34640	44861	16499	18229	18668	11730	19210	13671	5963	22752	44208	7118	12729	7306	13859	2206	14324	50034	31726	47031
AT2G42570.1	441	433	395	10	4	18	1	2	3	74	84	76	0	3	0	4	1	2	170	130	152	6	1	10	4	7	1
AT2G42580.1	104	110	93	40	11	45	10	3	7	161	64	61	29	50	28	9	4	15	142	119	93	47	5	62	9	5	6
AT2G42590.3	812	967	734	1127	225	1072	722	579	822	1159	769	696	615	723	517	304	408	833	864	925	743	770	235	1608	607	493	516
AT2G42600.2	1159	965	617	1536	342	2050	2080	1991	2048	1793	766	843	529	734	660	137	306	701	1239	1388	816	1947	431	2236	953	786	900
AT2G42610.1	8	3	2	0	0	18	0	0	0	224	0	0	2	1	4	1	0	2	0	11	6	5	0	8	0	0	0
AT2G42620.1	184	147	116	148	28	181	307	279	307	303	262	282	194	307	217	60	200	437	265	275	164	237	42	258	239	263	259
AT2G42640.1	184	142	94	133	41	186	71	58	53	181	179	177	89	114	83	27	45	114	243	314	190	157	41	238	77	63	72
AT2G42650.1	266	254	266	334	62	272	116	78	137	230	241	189	304	406	201	43	135	216	305	381	237	415	119	574	199	145	139
AT2G42660.1	176	182	138	18	1	8	1	4	2	26	24	18	1	10	7	0	0	2	186	162	93	14	1	22	4	0	1
AT2G42670.2	226	201	188	169	27	173	96	100	119	207	198	166	220	225	150	48	79	145	256	264	227	156	40	316	105	96	85
AT2G42680.1	1781	1630	1515	2711	499	2435	1251	1063	1419	2380	1836	1538	3381	3943	2690	675	981	1855	1942	2190	1855	2432	636	5606	1306	1131	1082
AT2G42690.1	120	161	141	204	31	193	124	120	138	375	147	71	237	341	178	18	96	169	129	155	146	170	58	334	142	98	100
AT2G42700.2	373	256	230	259	59	371	213	206	208	329	322	350	358	362	291	42	116	278	462	540	321	334	81	536	191	189	198
AT2G42710.1	866	692	595	751	158	928	299	227	279	710	633	535	371	521	370	115	179	284	948	989	633	661	188	1036	274	238	208
AT2G42720.1	61	48	37	29	4	32	2	3	6	31	36	35	15	12	12	2	5	2	56	50	42	18	5	28	6	4	4
AT2G42730.1	12	7	8	1	0	3	3	7	2	6	5	2	1	6	0	0	0	3	7	12	5	4	3	10	3	5	3
AT2G42740.1	1075	1101	1032	506	97	586	211	178	218	826	708	608	175	217	144	81	127	226	973	1065	862	252	94	551	239	192	188
AT2G42750.1	303	290	194	419	104	465	3209	2793	3480	725	689	540	878	1054	687	1833	2674	5228	497	579	347	635	162	1102	3088	3406	2931
AT2G42760.1	4	4	5	0	0	1	0	0	0	17	1	0	1	0	0	1	1	0	0	2	0	1	0	0	0	1	3
AT2G42770.1	247	188	211	175	24	165	41	28	42	229	104	89	75	63	47	13	36	61	232	207	174	109	25	168	39	36	32
AT2G42780.1	667	668	527	693	136	677	417	396	492	789	665	574	881	938	637	206	315	603	740	730	691	680	200	1600	442	408	379
AT2G42790.1	11314	9455	7845	13488	2722	15340	13706	11307	15592	9865	9335	9174	12241	13876	10519	6309	8707	18139	12257	13084	9412	12562	3125	22858	10687	11518	11558
AT2G42800.1	38	28	25	6	2	21	4	3	6	60	11	14	3	6	5	0	0	4	22	33	21	9	0	12	1	2	4
AT2G42810.2	1348	1151	884	1204	241	1315	1197	1008	1383	1380	1261	1162	1105	1344	955	478	638	1467	1790	1820	1188	1318	280	2306	1007	938	987
AT2G42820.1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT2G42830.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
AT2G42840.1	952	639	565	150	32	229	66	56	76	1211	297	264	52	66	75	85	71	212	785	766	461	128	18	156	56	72	76
AT2G42850.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
AT2G42860.1	23	30	30	19	4	27	18	12	16	59	46	37	22	43	27	4	16	39	36	51	20	24	4	36	23	14	12
AT2G42870.1	167	162	170	21	5	20	0	1	0	37	17	12	1	2	0	2	0	0	118	109	79	4	0	4	1	1	1
AT2G42880.1	853	487	406	504	143	706	430	395	509	928	731	691	655	665	558	224	397	1010	1073	1111	678	873	166	1130	449	447	481
AT2G42885.1	1	2	0	2	0	1	0	3	0	2	1	0	1	0	0	0	0	0	0	1	1	0	1	4	0	0	0
AT2G42890.1	594	491	276	268	72	361	1226	1030	1348	992	1215	1034	343	378	371	491	779	2132	844	988	656	462	63	656	966	947	994
AT2G42900.1	2	1	1	5	0	7	50	47	36	12	2	0	6	4	4	9	42	68	1	1	2	9	1	8	32	43	34
AT2G42910.1	1381	1114	1028	1125	216	1237	512	377	561	1059	905	812	468	670	462	187	338	615	1333	1360	1038	771	216	1532	507	426	373
AT2G42920.1	209	122	159	66	22	138	123	92	122	196	158	146	96	162	92	24	53	116	269	342	138	117	30	182	95	89	76
AT2G42930.1	21	17	16	4	1	11	3	8	3	18	13	12	12	13	9	2	3	5	21	28	13	12	2	14	7	5	1
AT2G42940.1	83	42	51	32	4	49	64	49	54	91	79	61	39	59	35	12	27	58	94	141	52	47	14	92	44	55	44
AT2G42950.1	345	266	195	573	123	632	2278	1998	2573	1268	1207	1025	1101	1322	972	730	1316	2892	625	733	510	783	161	1338	2156	2114	2021
AT2G42955.1	40	45	41	35	5	32	11	11	10	41	39	28	36	76	39	7	27	40	68	48	35	39	18	82	28	13	17
AT2G42960.1	102	93	86	74	10	66	8	14	20	69	41	78	18	18	4	3	1	4	95	91	77	27	11	50	10	2	6
AT2G42975.1	168	121	110	341	53	321	571	521	668	334	335	262	323	418	298	70	182	404	195	229	169	300	71	514	504	461	448
AT2G42980.1	36	28	26	27	7	51	209	212	216	58	44	52	38	71	42	34	56	170	52	71	30	71	16	72	126	151	125
AT2G42990.1	4	2	4	4	0	1	0	1	0	0	0	2	9	8	1	2	0	0	0	2	3	6	1	6	0	1	0
AT2G43000.1	160	124	149	233	30	112	7	2	1	34	56	159	338	387	53	1	1	2	13	13	59	291	65	510	6	15	5
AT2G43010.1	393	349	201	127	22	120	46	38	52	350	271	218	17	17	12	1	7	9	337	345	208	35	8	58	34	34	20
AT2G43018.1	264	185	171	507	96	465	447	480	487	505	313	319	1011	1166	831	220	347	712	412	564	352	1022	175	1606	470	508	474
AT2G43020.1	264	185	171	507	96	465	447	480	487	505	313	319	1011	1166	831	220	347	712	412	564	352	1022	175	1606	470	508	474
AT2G43030.1	2479	2671	2283	1380	271	1538	865	684	971	2515	1015	763	631	782	546	133	514	948	1952	1984	1612	822	229	1702	844	820	717
AT2G43040.1	40	36	29	12	3	15	1	9	3	33	20	26	22	20	8	4	2	8	58	49	33	17	7	34	5	1	4
AT2G43050.1	2	4	1	7	0	3	18	18	25	12	8	2	22	30	10	3	29	51	11	7	2	6	3	28	22	43	32
AT2G43060.1	0	7	1	0	0	2	1	0	2	10	0	0	1	0	0	1	0	0	0	0	1	0	0	0	2	1	1
AT2G43070.1	475	350	279	333	78	402	352	268	398	504	382	381	307	393	280	150	225	522	523	639	388	382	109	604	285	287	287
AT2G43080.1	217	148	146	180	49	244	133	125	151	222	169	147	229	300	202	130	101	247	257	261	180	240	57	460	168	152	116
AT2G43090.1	2623	2279	1961	2064	453	2226	1346	1055	1421	2776	2282	1946	1487	1855	1331	312	871	1801	2732	2977	2130	1781	443	3080	1293	1129	1069
AT2G43100.1	56	86	44	114	13	128	65	60	73	378	69	58	106	165	104	27	72	127	67	72	72	121	36	248	100	77	84
AT2G43110.1	680	543	524	569	110	662	39	38	46	506	427	349	281	324	205	17	13	22	749	796	606	390	124	822	40	22	34
AT2G43120.1	882	426	514	2085	476	2055	18	15	25	4057	4546	3912	7065	6323	3766	37	69	107	1461	4238	2201	3348	608	5318	30	48	55
AT2G43130.1	748	831	741	691	140	727	214	165	245	561	520	390	502	555	419	56	139	304	889	928	656	415	167	1250	235	183	184
AT2G43140.2	43	35	29	1	1	5	0	0	0	5	7	7	6	1	0	4	0	0	46	68	22	7	0	4	0	0	1
AT2G43150.1	6	24	7	1	0	13	0	0	1	200	1	1	3	3	2	4	0	0	1	0	5	2	0	4	0	2	0
AT2G43160.3	1805	1257	801	1363	377	1880	1503	1290	1666	1832	1848	1728	2279	2486	1969	462	1072	3030	2167	2285	1501	2496	416	3486	1461	1460	1579
AT2G43180.1	331	298	248	389	70	463	766	679	860	431	380	312	513	699	408	246	540	991	365	460	313	503	112	782	733	680	661
AT2G43190.1	236	148	126	214	50	253	161	180	184	240	201	181	231	288	206	76	88	282	260	300	183	256	63	388	181	166	152
AT2G43200.1	151	96	100	77	18	103	164	147	192	136	112	112	95	115	67	53	80	181	176	199	131	104	33	124	102	137	116
AT2G43210.1	677	521	397	485	119	568	1517	1258	1526	821	808	667	513	665	467	377	774	1587	799	888	556	604	129	982	1168	996	1037
AT2G43220.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	2
AT2G43230.2	2	1	0	1	0	5	8	37	6	1	0	1	6	4	3	4	9	21	0	2	2	1	3	6	24	19	20
AT2G43235.1	269	248	171	254	51	282	193	176	225	297	216	206	279	326	233	70	104	228	339	381	211	363	80	556	209	219	196
AT2G43240.1	194	131	115	140	33	181	191	170	235	198	200	148	230	264	183	158	175	395	251	250	160	193	47	324	263	294	262
AT2G43250.1	155	134	121	138	34	186	206	171	215	255	228	165	137	195	148	35	158	266	208	225	156	173	33	264	186	200	187
AT2G43255.2	0	2	0	2	0	1	0	1	2	2	1	1	0	1	0	1	1	2	2	0	1	1	0	0	1	2	2
AT2G43260.1	246	193	184	193	25	188	67	55	81	209	161	158	119	171	99	7	28	52	279	247	191	143	42	288	38	45	49
AT2G43261.1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G43270.1	1	4	4	3	0	1	0	1	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0
AT2G43280.1	189	200	156	165	30	186	94	72	76	173	159	126	100	125	79	9	23	38	204	239	164	123	35	202	35	48	37
AT2G43290.1	96	107	103	97	22	75	15	18	13	94	63	59	59	78	32	12	12	26	51	38	47	62	14	130	23	29	15
AT2G43310.1	35	32	34	28	7	30	9	6	8	40	36	25	27	43	20	6	17	18	41	50	37	29	6	36	15	11	14
AT2G43320.1	154	154	148	180	52	211	71	63	55	151	142	142	156	236	134	23	40	96	225	223	159	241	47	346	87	73	79
AT2G43330.1	631	458	359	704	165	959	178	176	199	485	517	450	290	458	276	35	80	241	677	696	439	626	116	974	162	163	167
AT2G43340.1	85	77	89	28	6	20	14	32	15	38	28	26	21	23	14	14	3	23	80	66	61	22	8	40	13	13	9
AT2G43350.1	581	587	512	348	60	262	150	125	167	452	409	318	143	148	123	53	61	136	469	515	428	172	48	424	104	99	95
AT2G43360.1	308	334	308	56	9	83	2	3	7	359	186	140	5	9	6	4	3	4	316	320	194	42	9	78	11	12	7
AT2G43370.1	236	175	146	164	40	204	354	235	363	279	249	152	155	181	140	71	135	302	272	303	203	184	61	366	237	181	210
AT2G43371.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT2G43386.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G43390.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
AT2G43400.1	303	228	201	271	86	408	489	423	583	524	450	450	321	415	332	209	252	566	455	558	302	414	78	474	342	454	446
AT2G43410.2	848	518	379	526	173	876	1395	1354	1593	829	844	828	864	1059	848	260	663	1883	1174	1297	711	1155	176	1414	1114	1050	1155
AT2G43420.1	704	494	383	479	116	620	479	380	486	684	699	555	391	466	339	141	128	431	742	864	545	524	97	906	302	338	287
AT2G43430.1	235	249	183	207	49	290	412	315	453	340	314	253	285	344	246	167	205	424	302	369	277	321	72	556	288	334	314
AT2G43440.1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
AT2G43445.1	11	15	14	10	2	14	1	0	1	16	0	4	1	4	2	0	0	0	10	10	10	6	3	10	1	1	0
AT2G43450.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0
AT2G43460.1	6826	7987	7077	3896	714	4280	742	602	737	4541	3756	2900	1887	2364	1558	360	524	738	6182	6006	5408	2241	876	5416	811	705	655
AT2G43465.1	122	117	117	85	15	109	74	25	67	155	129	112	68	67	38	18	23	64	186	180	141	68	24	122	46	40	55
AT2G43470.1	1	0	0	0	0	0	0	0	0	4	1	0	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0
AT2G43480.1	18	11	9	0	0	0	0	0	0	3	2	2	1	0	1	3	0	2	16	9	9	2	0	0	2	0	0
AT2G43490.1	222	161	156	87	23	114	16	23	9	153	112	134	96	126	75	8	20	37	226	233	139	108	16	146	15	10	12
AT2G43500.1	2455	1623	1490	2135	566	2609	1938	1728	2112	3280	3869	3532	2588	3143	2426	890	2048	5301	4322	5025	2553	3294	637	4694	2279	2536	2459
AT2G43510.1	5305	6056	6862	1080	146	899	196	123	163	3823	4281	5534	1456	1562	687	77	237	312	1038	1089	2275	957	288	2020	188	252	209
AT2G43520.1	187	214	260	370	53	217	850	687	903	86	84	120	65	55	31	14	40	78	44	57	84	86	26	272	275	163	159
AT2G43530.1	66	79	88	30	3	40	9	5	9	180	23	57	8	6	4	0	3	5	25	33	34	6	4	18	3	2	3
AT2G43535.1	324	379	344	87	24	83	185	146	194	282	217	210	88	104	77	76	174	242	110	110	131	32	9	104	114	96	66
